,combination,difference,distance,gen,tra
115,146.628146025,17.2198677885,1.29408278236,115,0
115,161.255294698,18.4680698848,1.42787224813,115,0
115,340.851155554,36.4143139117,3.04436841642,115,0
115,669.921459127,110.115062424,5.59806396703,115,0
115,562.102424051,122.512128797,4.39590295254,115,0
116,388.466492061,22.2208404502,3.66245651611,116,0
116,124.79245821,2.44673603849,1.22345722171,116,0
116,269.191304441,13.80290972,2.55388394721,116,0
116,146.628146025,17.2198677885,1.29408278236,116,0
116,252.146872442,12.6791973599,2.39467675082,116,0
116,65.1729319556,4.88612763248,0.602868043231,116,0
116,562.102424051,122.512128797,4.39590295254,116,0
116,251.838087322,12.9686106546,2.38869476667,116,0
116,161.255294698,18.4680698848,1.42787224813,116,0
116,39.3253843058,3.98669094607,0.353386933597,116,0
116,82.2254310758,3.07781806047,0.791476130153,116,0
116,340.851155554,36.4143139117,3.04436841642,116,0
116,643.596469031,100.719041392,5.42877427639,116,0
116,336.520790837,32.7037938553,3.03816996982,116,0
116,669.921459127,110.115062424,5.59806396703,116,0
117,161.255294698,18.4680698848,1.42787224813,117,0
117,65.1729319556,4.88612763248,0.602868043231,117,0
117,124.79245821,2.44673603849,1.22345722171,117,0
117,269.191304441,13.80290972,2.55388394721,117,0
117,252.146872442,12.6791973599,2.39467675082,117,0
117,225.445420301,13.6756362723,2.11769784029,117,0
117,251.838087322,12.9686106546,2.38869476667,117,0
117,388.466492061,22.2208404502,3.66245651611,117,0
117,326.889044863,24.4739852164,3.02415059647,117,0
117,336.520790837,32.7037938553,3.03816996982,117,0
117,522.383241431,34.0360525968,4.88347188834,117,0
117,82.2254310758,3.07781806047,0.791476130153,117,0
117,39.3253843058,3.98669094607,0.353386933597,117,0
117,403.581343331,35.4027122624,3.68178631068,117,0
117,669.921459127,110.115062424,5.59806396703,117,0
118,252.146872442,12.6791973599,2.39467675082,118,0
118,251.838087322,12.9686106546,2.38869476667,118,0
118,311.114960338,17.0427597126,2.94072200625,118,0
118,225.445420301,13.6756362723,2.11769784029,118,0
118,388.466492061,22.2208404502,3.66245651611,118,0
118,837.069084987,49.8308006002,7.87238284387,118,0
118,326.889044863,24.4739852164,3.02415059647,118,0
118,336.520790837,32.7037938553,3.03816996982,118,0
118,82.2254310758,3.07781806047,0.791476130153,118,0
118,522.383241431,34.0360525968,4.88347188834,118,0
118,367.285226413,24.8234083827,3.4246181803,118,0
118,219.973664174,15.0202763114,2.04953387862,118,0
118,39.3253843058,3.98669094607,0.353386933597,118,0
118,669.921459127,110.115062424,5.59806396703,118,0
118,403.581343331,35.4027122624,3.68178631068,118,0
119,225.445420301,13.6756362723,2.11769784029,119,0
119,388.466492061,22.2208404502,3.66245651611,119,0
119,837.069084987,49.8308006002,7.87238284387,119,0
119,326.889044863,24.4739852164,3.02415059647,119,0
119,336.520790837,32.7037938553,3.03816996982,119,0
119,242.725171438,17.881206107,2.24843965331,119,0
119,82.2254310758,3.07781806047,0.791476130153,119,0
119,522.383241431,34.0360525968,4.88347188834,119,0
119,367.285226413,24.8234083827,3.4246181803,119,0
119,168.540597435,10.3479998389,1.58192597596,119,0
119,219.973664174,15.0202763114,2.04953387862,119,0
119,176.240789501,12.7897472877,1.63451042214,119,0
119,39.3253843058,3.98669094607,0.353386933597,119,0
119,669.921459127,110.115062424,5.59806396703,119,0
119,403.581343331,35.4027122624,3.68178631068,119,0
120,297.680825992,22.1445534319,2.7553627256,120,0
120,336.520790837,32.7037938553,3.03816996982,120,0
120,242.725171438,17.881206107,2.24843965331,120,0
120,577.279283664,37.3302491926,5.39949034472,120,0
120,522.383241431,34.0360525968,4.88347188834,120,0
120,82.2254310758,3.07781806047,0.791476130153,120,0
120,367.285226413,24.8234083827,3.4246181803,120,0
120,168.540597435,10.3479998389,1.58192597596,120,0
120,219.973664174,15.0202763114,2.04953387862,120,0
120,714.841784339,116.975245717,5.97866538622,120,0
120,176.240789501,12.7897472877,1.63451042214,120,0
120,199.407399132,17.988854066,1.81418545066,120,0
120,39.3253843058,3.98669094607,0.353386933597,120,0
120,669.921459127,110.115062424,5.59806396703,120,0
120,403.581343331,35.4027122624,3.68178631068,120,0
121,517.929476176,32.7364346311,4.85193041545,121,0
121,577.279283664,37.3302491926,5.39949034472,121,0
121,522.383241431,34.0360525968,4.88347188834,121,0
121,82.2254310758,3.07781806047,0.791476130153,121,0
121,367.285226413,24.8234083827,3.4246181803,121,0
121,714.841784339,116.975245717,5.97866538622,121,0
121,219.973664174,15.0202763114,2.04953387862,121,0
121,168.540597435,10.3479998389,1.58192597596,121,0
121,176.240789501,12.7897472877,1.63451042214,121,0
121,39.3253843058,3.98669094607,0.353386933597,121,0
121,199.407399132,17.988854066,1.81418545066,121,0
121,128.780322112,11.0720659451,1.17708256167,121,0
121,669.921459127,110.115062424,5.59806396703,121,0
121,403.581343331,35.4027122624,3.68178631068,121,0
121,566.412044642,138.292775827,4.28119268815,121,0
122,517.929476176,32.7364346311,4.85193041545,122,0
122,577.279283664,37.3302491926,5.39949034472,122,0
122,669.921459127,110.115062424,5.59806396703,122,0
122,522.383241431,34.0360525968,4.88347188834,122,0
122,168.540597435,10.3479998389,1.58192597596,122,0
122,367.285226413,24.8234083827,3.4246181803,122,0
122,199.407399132,17.988854066,1.81418545066,122,0
122,176.240789501,12.7897472877,1.63451042214,122,0
122,219.973664174,15.0202763114,2.04953387862,122,0
122,39.3253843058,3.98669094607,0.353386933597,122,0
122,128.780322112,11.0720659451,1.17708256167,122,0
122,682.667110871,108.855750527,5.73811360343,122,0
122,403.581343331,35.4027122624,3.68178631068,122,0
122,566.412044642,138.292775827,4.28119268815,122,0
122,682.851882126,112.060032625,5.707918495,122,0
123,219.973664174,15.0202763114,2.04953387862,123,0
123,289.898633774,26.8279356654,2.63070698109,123,0
123,168.540597435,10.3479998389,1.58192597596,123,0
123,146.430820512,9.29139197627,1.37139428536,123,0
123,618.208480349,131.340864877,4.86867615472,123,0
123,132.180211934,12.1960293365,1.19984182597,123,0
123,199.407399132,17.988854066,1.81418545066,123,0
123,39.3253843058,3.98669094607,0.353386933597,123,0
123,669.921459127,110.115062424,5.59806396703,123,0
123,128.780322112,11.0720659451,1.17708256167,123,0
123,566.412044642,138.292775827,4.28119268815,123,0
123,403.581343331,35.4027122624,3.68178631068,123,0
123,682.667110871,108.855750527,5.73811360343,123,0
123,682.851882126,112.060032625,5.707918495,123,0
123,692.134516514,111.271402148,5.80863114366,123,0
124,618.208480349,131.340864877,4.86867615472,124,0
124,219.973664174,15.0202763114,2.04953387862,124,0
124,566.412044642,138.292775827,4.28119268815,124,0
124,146.430820512,9.29139197627,1.37139428536,124,0
124,168.540597435,10.3479998389,1.58192597596,124,0
124,39.3253843058,3.98669094607,0.353386933597,124,0
124,128.780322112,11.0720659451,1.17708256167,124,0
124,289.898633774,26.8279356654,2.63070698109,124,0
124,403.581343331,35.4027122624,3.68178631068,124,0
124,132.180211934,12.1960293365,1.19984182597,124,0
124,199.407399132,17.988854066,1.81418545066,124,0
124,669.921459127,110.115062424,5.59806396703,124,0
124,682.667110871,108.855750527,5.73811360343,124,0
124,692.134516514,111.271402148,5.80863114366,124,0
124,682.851882126,112.060032625,5.707918495,124,0
125,692.134516514,111.271402148,5.80863114366,125,0
125,698.0968535,108.644819427,5.89452034073,125,0
125,682.851882126,112.060032625,5.707918495,125,0
125,403.581343331,35.4027122624,3.68178631068,125,0
125,297.199939367,24.8274201605,2.72372519207,125,0
125,419.168708212,39.1262538672,3.80042454345,125,0
125,289.898633774,26.8279356654,2.63070698109,125,0
125,34.2750583242,1.98356297118,0.32291495353,125,0
125,219.973664174,15.0202763114,2.04953387862,125,0
125,128.780322112,11.0720659451,1.17708256167,125,0
125,199.407399132,17.988854066,1.81418545066,125,0
125,39.3253843058,3.98669094607,0.353386933597,125,0
125,132.180211934,12.1960293365,1.19984182597,125,0
125,146.430820512,9.29139197627,1.37139428536,125,0
125,168.540597435,10.3479998389,1.58192597596,125,0
126,36.487396974,4.32385138409,0.321635455899,126,0
126,419.168708212,39.1262538672,3.80042454345,126,0
126,562.711309943,136.655652839,4.26055657105,126,0
126,289.898633774,26.8279356654,2.63070698109,126,0
126,403.581343331,35.4027122624,3.68178631068,126,0
126,297.199939367,24.8274201605,2.72372519207,126,0
126,298.534576184,25.2490440162,2.73285532168,126,0
126,199.407399132,17.988854066,1.81418545066,126,0
126,132.180211934,12.1960293365,1.19984182597,126,0
126,128.780322112,11.0720659451,1.17708256167,126,0
126,39.3253843058,3.98669094607,0.353386933597,126,0
126,34.2750583242,1.98356297118,0.32291495353,126,0
126,146.430820512,9.29139197627,1.37139428536,126,0
126,168.540597435,10.3479998389,1.58192597596,126,0
126,219.973664174,15.0202763114,2.04953387862,126,0
127,419.168708212,39.1262538672,3.80042454345,127,0
127,289.898633774,26.8279356654,2.63070698109,127,0
127,403.581343331,35.4027122624,3.68178631068,127,0
127,36.487396974,4.32385138409,0.321635455899,127,0
127,297.199939367,24.8274201605,2.72372519207,127,0
127,298.534576184,25.2490440162,2.73285532168,127,0
127,199.407399132,17.988854066,1.81418545066,127,0
127,306.095699604,22.9562889653,2.83139410639,127,0
127,132.180211934,12.1960293365,1.19984182597,127,0
127,128.780322112,11.0720659451,1.17708256167,127,0
127,39.3253843058,3.98669094607,0.353386933597,127,0
127,34.2750583242,1.98356297118,0.32291495353,127,0
127,146.430820512,9.29139197627,1.37139428536,127,0
127,168.540597435,10.3479998389,1.58192597596,127,0
127,219.973664174,15.0202763114,2.04953387862,127,0
128,403.581343331,35.4027122624,3.68178631068,128,0
128,36.487396974,4.32385138409,0.321635455899,128,0
128,297.199939367,24.8274201605,2.72372519207,128,0
128,298.534576184,25.2490440162,2.73285532168,128,0
128,199.407399132,17.988854066,1.81418545066,128,0
128,44.8602854257,1.26875955304,0.435915258727,128,0
128,132.180211934,12.1960293365,1.19984182597,128,0
128,306.095699604,22.9562889653,2.83139410639,128,0
128,128.780322112,11.0720659451,1.17708256167,128,0
128,39.3253843058,3.98669094607,0.353386933597,128,0
128,34.2750583242,1.98356297118,0.32291495353,128,0
128,146.430820512,9.29139197627,1.37139428536,128,0
128,168.540597435,10.3479998389,1.58192597596,128,0
128,219.973664174,15.0202763114,2.04953387862,128,0
128,709.841784286,45.3935850022,6.64448199283,128,0
129,403.581343331,35.4027122624,3.68178631068,129,0
129,36.487396974,4.32385138409,0.321635455899,129,0
129,44.8602854257,1.26875955304,0.435915258727,129,0
129,199.407399132,17.988854066,1.81418545066,129,0
129,298.534576184,25.2490440162,2.73285532168,129,0
129,297.199939367,24.8274201605,2.72372519207,129,0
129,132.180211934,12.1960293365,1.19984182597,129,0
129,306.095699604,22.9562889653,2.83139410639,129,0
129,128.780322112,11.0720659451,1.17708256167,129,0
129,39.3253843058,3.98669094607,0.353386933597,129,0
129,34.2750583242,1.98356297118,0.32291495353,129,0
129,168.540597435,10.3479998389,1.58192597596,129,0
129,146.430820512,9.29139197627,1.37139428536,129,0
129,219.973664174,15.0202763114,2.04953387862,129,0
129,709.841784286,45.3935850022,6.64448199283,129,0
130,36.487396974,4.32385138409,0.321635455899,130,0
130,199.407399132,17.988854066,1.81418545066,130,0
130,874.93509843,55.1663614587,8.19768736972,130,0
130,132.180211934,12.1960293365,1.19984182597,130,0
130,709.841784286,45.3935850022,6.64448199283,130,0
130,168.540597435,10.3479998389,1.58192597596,130,0
130,146.430820512,9.29139197627,1.37139428536,130,0
130,219.973664174,15.0202763114,2.04953387862,130,0
130,39.3253843058,3.98669094607,0.353386933597,130,0
130,128.780322112,11.0720659451,1.17708256167,130,0
130,34.2750583242,1.98356297118,0.32291495353,130,0
130,219.71209458,17.3136035693,2.02398491011,130,0
130,298.534576184,25.2490440162,2.73285532168,130,0
130,297.199939367,24.8274201605,2.72372519207,130,0
130,403.581343331,35.4027122624,3.68178631068,130,0
131,874.93509843,55.1663614587,8.19768736972,131,0
131,709.841784286,45.3935850022,6.64448199283,131,0
131,219.973664174,15.0202763114,2.04953387862,131,0
131,146.430820512,9.29139197627,1.37139428536,131,0
131,168.540597435,10.3479998389,1.58192597596,131,0
131,84.5419246327,5.30143491928,0.792404897134,131,0
131,34.2750583242,1.98356297118,0.32291495353,131,0
131,39.3253843058,3.98669094607,0.353386933597,131,0
131,219.71209458,17.3136035693,2.02398491011,131,0
131,132.180211934,12.1960293365,1.19984182597,131,0
131,128.780322112,11.0720659451,1.17708256167,131,0
131,199.407399132,17.988854066,1.81418545066,131,0
131,297.199939367,24.8274201605,2.72372519207,131,0
131,298.534576184,25.2490440162,2.73285532168,131,0
131,403.581343331,35.4027122624,3.68178631068,131,0
132,274.986546397,20.8658868323,2.54120659564,132,0
132,75.7376233665,5.32340867839,0.704142146881,132,0
132,168.540597435,10.3479998389,1.58192597596,132,0
132,146.430820512,9.29139197627,1.37139428536,132,0
132,84.5419246327,5.30143491928,0.792404897134,132,0
132,34.2750583242,1.98356297118,0.32291495353,132,0
132,132.180211934,12.1960293365,1.19984182597,132,0
132,199.407399132,17.988854066,1.81418545066,132,0
132,39.3253843058,3.98669094607,0.353386933597,132,0
132,219.71209458,17.3136035693,2.02398491011,132,0
132,128.780322112,11.0720659451,1.17708256167,132,0
132,347.843097417,29.0276281759,3.18815469241,132,0
132,297.199939367,24.8274201605,2.72372519207,132,0
132,298.534576184,25.2490440162,2.73285532168,132,0
132,403.581343331,35.4027122624,3.68178631068,132,0
133,132.180211934,12.1960293365,1.19984182597,133,0
133,146.430820512,9.29139197627,1.37139428536,133,0
133,75.7376233665,5.32340867839,0.704142146881,133,0
133,228.336027741,16.7299804042,2.11606047337,133,0
133,84.5419246327,5.30143491928,0.792404897134,133,0
133,34.2750583242,1.98356297118,0.32291495353,133,0
133,39.3253843058,3.98669094607,0.353386933597,133,0
133,274.986546397,20.8658868323,2.54120659564,133,0
133,128.780322112,11.0720659451,1.17708256167,133,0
133,219.71209458,17.3136035693,2.02398491011,133,0
133,298.534576184,25.2490440162,2.73285532168,133,0
133,286.994510355,23.4388512937,2.63555659062,133,0
133,297.199939367,24.8274201605,2.72372519207,133,0
133,347.843097417,29.0276281759,3.18815469241,133,0
133,403.581343331,35.4027122624,3.68178631068,133,0
134,75.7376233665,5.32340867839,0.704142146881,134,0
134,219.71209458,17.3136035693,2.02398491011,134,0
134,34.2750583242,1.98356297118,0.32291495353,134,0
134,42.9701371033,1.69627068754,0.412738664158,134,0
134,84.5419246327,5.30143491928,0.792404897134,134,0
134,128.780322112,11.0720659451,1.17708256167,134,0
134,146.430820512,9.29139197627,1.37139428536,134,0
134,39.3253843058,3.98669094607,0.353386933597,134,0
134,286.994510355,23.4388512937,2.63555659062,134,0
134,347.843097417,29.0276281759,3.18815469241,134,0
134,155.909311247,12.6772752313,1.43232036016,134,0
134,298.534576184,25.2490440162,2.73285532168,134,0
134,568.138937897,138.220406053,4.29918531844,134,0
134,297.199939367,24.8274201605,2.72372519207,134,0
134,403.581343331,35.4027122624,3.68178631068,134,0
135,13.5673188174,1.57640280693,0.119909160104,135,0
135,347.843097417,29.0276281759,3.18815469241,135,0
135,298.534576184,25.2490440162,2.73285532168,135,0
135,279.786543092,23.5581740036,2.56228369089,135,0
135,297.199939367,24.8274201605,2.72372519207,135,0
135,286.994510355,23.4388512937,2.63555659062,135,0
135,219.71209458,17.3136035693,2.02398491011,135,0
135,128.780322112,11.0720659451,1.17708256167,135,0
135,155.909311247,12.6772752313,1.43232036016,135,0
135,39.3253843058,3.98669094607,0.353386933597,135,0
135,42.9701371033,1.69627068754,0.412738664158,135,0
135,34.2750583242,1.98356297118,0.32291495353,135,0
135,75.7376233665,5.32340867839,0.704142146881,135,0
135,84.5419246327,5.30143491928,0.792404897134,135,0
135,146.430820512,9.29139197627,1.37139428536,135,0
136,298.534576184,25.2490440162,2.73285532168,136,0
136,219.71209458,17.3136035693,2.02398491011,136,0
136,279.786543092,23.5581740036,2.56228369089,136,0
136,148.106461682,11.1272149172,1.36979246764,136,0
136,155.909311247,12.6772752313,1.43232036016,136,0
136,158.170447928,13.8928797505,1.44277568177,136,0
136,128.780322112,11.0720659451,1.17708256167,136,0
136,72.5699700146,5.54758553452,0.6702238448,136,0
136,39.3253843058,3.98669094607,0.353386933597,136,0
136,75.7376233665,5.32340867839,0.704142146881,136,0
136,34.2750583242,1.98356297118,0.32291495353,136,0
136,42.9701371033,1.69627068754,0.412738664158,136,0
136,84.5419246327,5.30143491928,0.792404897134,136,0
136,146.430820512,9.29139197627,1.37139428536,136,0
136,371.775761402,24.7056205478,3.47070140854,136,0
137,219.71209458,17.3136035693,2.02398491011,137,0
137,298.534576184,25.2490440162,2.73285532168,137,0
137,279.786543092,23.5581740036,2.56228369089,137,0
137,72.5699700146,5.54758553452,0.6702238448,137,0
137,155.909311247,12.6772752313,1.43232036016,137,0
137,158.170447928,13.8928797505,1.44277568177,137,0
137,128.780322112,11.0720659451,1.17708256167,137,0
137,75.7376233665,5.32340867839,0.704142146881,137,0
137,34.2750583242,1.98356297118,0.32291495353,137,0
137,39.3253843058,3.98669094607,0.353386933597,137,0
137,84.5419246327,5.30143491928,0.792404897134,137,0
137,42.9701371033,1.69627068754,0.412738664158,137,0
137,146.430820512,9.29139197627,1.37139428536,137,0
137,371.775761402,24.7056205478,3.47070140854,137,0
137,553.079789455,34.3564098499,5.18723379605,137,0
138,298.534576184,25.2490440162,2.73285532168,138,0
138,155.909311247,12.6772752313,1.43232036016,138,0
138,279.786543092,23.5581740036,2.56228369089,138,0
138,34.2750583242,1.98356297118,0.32291495353,138,0
138,371.775761402,24.7056205478,3.47070140854,138,0
138,84.5419246327,5.30143491928,0.792404897134,138,0
138,128.780322112,11.0720659451,1.17708256167,138,0
138,39.3253843058,3.98669094607,0.353386933597,138,0
138,158.170447928,13.8928797505,1.44277568177,138,0
138,146.430820512,9.29139197627,1.37139428536,138,0
138,42.9701371033,1.69627068754,0.412738664158,138,0
138,32.816051874,0.491049880087,0.323250019939,138,0
138,224.117923698,12.3225178445,2.11795405854,138,0
138,376.568949189,22.2286564456,3.54340292744,138,0
138,553.079789455,34.3564098499,5.18723379605,138,0
139,279.786543092,23.5581740036,2.56228369089,139,0
139,376.568949189,22.2286564456,3.54340292744,139,0
139,158.170447928,13.8928797505,1.44277568177,139,0
139,155.909311247,12.6772752313,1.43232036016,139,0
139,128.780322112,11.0720659451,1.17708256167,139,0
139,34.2500756087,4.01593280424,0.302341428045,139,0
139,39.3253843058,3.98669094607,0.353386933597,139,0
139,32.816051874,0.491049880087,0.323250019939,139,0
139,34.2750583242,1.98356297118,0.32291495353,139,0
139,42.9701371033,1.69627068754,0.412738664158,139,0
139,85.0789978114,4.62176423703,0.804572335744,139,0
139,84.5419246327,5.30143491928,0.792404897134,139,0
139,146.430820512,9.29139197627,1.37139428536,139,0
139,371.775761402,24.7056205478,3.47070140854,139,0
139,553.079789455,34.3564098499,5.18723379605,139,0
140,376.568949189,22.2286564456,3.54340292744,140,0
140,34.2500756087,4.01593280424,0.302341428045,140,0
140,128.780322112,11.0720659451,1.17708256167,140,0
140,155.909311247,12.6772752313,1.43232036016,140,0
140,67.5900333826,4.44261648037,0.631474169022,140,0
140,32.816051874,0.491049880087,0.323250019939,140,0
140,39.3253843058,3.98669094607,0.353386933597,140,0
140,42.9701371033,1.69627068754,0.412738664158,140,0
140,85.0789978114,4.62176423703,0.804572335744,140,0
140,34.2750583242,1.98356297118,0.32291495353,140,0
140,84.5419246327,5.30143491928,0.792404897134,140,0
140,146.430820512,9.29139197627,1.37139428536,140,0
140,314.950881584,21.3749243657,2.93575957218,140,0
140,553.079789455,34.3564098499,5.18723379605,140,0
140,371.775761402,24.7056205478,3.47070140854,140,0
141,155.909311247,12.6772752313,1.43232036016,141,0
141,128.780322112,11.0720659451,1.17708256167,141,0
141,34.2500756087,4.01593280424,0.302341428045,141,0
141,39.3253843058,3.98669094607,0.353386933597,141,0
141,32.816051874,0.491049880087,0.323250019939,141,0
141,216.132015682,15.2515430607,2.00880472621,141,0
141,34.2750583242,1.98356297118,0.32291495353,141,0
141,42.9701371033,1.69627068754,0.412738664158,141,0
141,85.0789978114,4.62176423703,0.804572335744,141,0
141,84.5419246327,5.30143491928,0.792404897134,141,0
141,146.430820512,9.29139197627,1.37139428536,141,0
141,314.950881584,21.3749243657,2.93575957218,141,0
141,222.587726269,14.6071666921,2.07980559577,141,0
141,371.775761402,24.7056205478,3.47070140854,141,0
141,553.079789455,34.3564098499,5.18723379605,141,0
142,93.3095596161,4.66354429712,0.88646015319,142,0
142,336.012858155,22.8711835852,3.1314167457,142,0
142,128.780322112,11.0720659451,1.17708256167,142,0
142,32.816051874,0.491049880087,0.323250019939,142,0
142,155.909311247,12.6772752313,1.43232036016,142,0
142,314.950881584,21.3749243657,2.93575957218,142,0
142,39.3253843058,3.98669094607,0.353386933597,142,0
142,34.2750583242,1.98356297118,0.32291495353,142,0
142,42.9701371033,1.69627068754,0.412738664158,142,0
142,85.0789978114,4.62176423703,0.804572335744,142,0
142,84.5419246327,5.30143491928,0.792404897134,142,0
142,371.775761402,24.7056205478,3.47070140854,142,0
142,146.430820512,9.29139197627,1.37139428536,142,0
142,222.587726269,14.6071666921,2.07980559577,142,0
142,553.079789455,34.3564098499,5.18723379605,142,0
143,69.9063780693,8.53669888499,0.613696791843,143,0
143,222.587726269,14.6071666921,2.07980559577,143,0
143,364.218645207,22.6296934928,3.41588951714,143,0
143,144.488963986,9.60414794969,1.34884816036,143,0
143,146.430820512,9.29139197627,1.37139428536,143,0
143,34.2750583242,1.98356297118,0.32291495353,143,0
143,84.5419246327,5.30143491928,0.792404897134,143,0
143,85.0789978114,4.62176423703,0.804572335744,143,0
143,11.2238822224,0.400227713635,0.108236545087,143,0
143,93.3095596161,4.66354429712,0.88646015319,143,0
143,42.9701371033,1.69627068754,0.412738664158,143,0
143,32.816051874,0.491049880087,0.323250019939,143,0
143,39.3253843058,3.98669094607,0.353386933597,143,0
143,155.909311247,12.6772752313,1.43232036016,143,0
143,128.780322112,11.0720659451,1.17708256167,143,0
144,84.5419246327,5.30143491928,0.792404897134,144,0
144,34.2750583242,1.98356297118,0.32291495353,144,0
144,91.622655952,2.2604956837,0.893621602683,144,0
144,85.0789978114,4.62176423703,0.804572335744,144,0
144,93.3095596161,4.66354429712,0.88646015319,144,0
144,42.9701371033,1.69627068754,0.412738664158,144,0
144,11.2238822224,0.400227713635,0.108236545087,144,0
144,69.9063780693,8.53669888499,0.613696791843,144,0
144,32.816051874,0.491049880087,0.323250019939,144,0
144,39.3253843058,3.98669094607,0.353386933597,144,0
144,86.599506244,8.18103969088,0.784184665531,144,0
144,155.909311247,12.6772752313,1.43232036016,144,0
144,235.681211639,18.4975161604,2.17183695479,144,0
144,128.780322112,11.0720659451,1.17708256167,144,0
144,153.528719553,14.8998835587,1.38628835994,144,0
145,93.3095596161,4.66354429712,0.88646015319,145,0
145,42.9701371033,1.69627068754,0.412738664158,145,0
145,11.2238822224,0.400227713635,0.108236545087,145,0
145,32.816051874,0.491049880087,0.323250019939,145,0
145,229.388292388,24.0727300243,2.05315562364,145,0
145,69.9063780693,8.53669888499,0.613696791843,145,0
145,39.3253843058,3.98669094607,0.353386933597,145,0
145,86.599506244,8.18103969088,0.784184665531,145,0
145,155.909311247,12.6772752313,1.43232036016,145,0
145,128.780322112,11.0720659451,1.17708256167,145,0
145,235.681211639,18.4975161604,2.17183695479,145,0
145,153.528719553,14.8998835587,1.38628835994,145,0
145,323.814121397,32.6729015234,2.91141219874,145,0
145,199.100801661,16.8267911979,1.82274010463,145,0
145,285.159651747,23.6250556773,2.6153459607,145,0
146,32.816051874,0.491049880087,0.323250019939,146,0
146,155.909311247,12.6772752313,1.43232036016,146,0
146,128.780322112,11.0720659451,1.17708256167,146,0
146,86.599506244,8.18103969088,0.784184665531,146,0
146,147.965231881,5.5460779889,1.42419153892,146,0
146,285.159651747,23.6250556773,2.6153459607,146,0
146,199.100801661,16.8267911979,1.82274010463,146,0
146,62.8437363335,6.96734961712,0.558763867164,146,0
146,146.835580158,16.6212543635,1.30214325794,146,0
146,58.5090780155,7.27863656032,0.512304414552,146,0
146,69.9063780693,8.53669888499,0.613696791843,146,0
146,153.528719553,14.8998835587,1.38628835994,146,0
146,229.388292388,24.0727300243,2.05315562364,146,0
146,232.70442941,23.5107059815,2.09193723428,146,0
146,323.814121397,32.6729015234,2.91141219874,146,0
147,86.599506244,8.18103969088,0.784184665531,147,0
147,146.835580158,16.6212543635,1.30214325794,147,0
147,285.159651747,23.6250556773,2.6153459607,147,0
147,199.100801661,16.8267911979,1.82274010463,147,0
147,232.041779213,24.6053499558,2.07436429257,147,0
147,62.8437363335,6.96734961712,0.558763867164,147,0
147,58.5090780155,7.27863656032,0.512304414552,147,0
147,69.9063780693,8.53669888499,0.613696791843,147,0
147,229.388292388,24.0727300243,2.05315562364,147,0
147,244.80968892,25.1179636051,2.19691725315,147,0
147,153.528719553,14.8998835587,1.38628835994,147,0
147,232.70442941,23.5107059815,2.09193723428,147,0
147,323.814121397,32.6729015234,2.91141219874,147,0
147,252.564034191,23.6584052314,2.2890562896,147,0
147,255.853994728,24.8293605898,2.31024634138,147,0
148,232.041779213,24.6053499558,2.07436429257,148,0
148,62.8437363335,6.96734961712,0.558763867164,148,0
148,229.388292388,24.0727300243,2.05315562364,148,0
148,58.5090780155,7.27863656032,0.512304414552,148,0
148,69.9063780693,8.53669888499,0.613696791843,148,0
148,244.80968892,25.1179636051,2.19691725315,148,0
148,153.528719553,14.8998835587,1.38628835994,148,0
148,232.70442941,23.5107059815,2.09193723428,148,0
148,323.814121397,32.6729015234,2.91141219874,148,0
148,405.818941763,41.7072418148,3.64111699948,148,0
148,252.564034191,23.6584052314,2.2890562896,148,0
148,255.853994728,24.8293605898,2.31024634138,148,0
148,321.891182589,31.5440889346,2.90347093654,148,0
148,387.517227275,36.5803622342,3.50936865041,148,0
148,598.581461005,123.856822465,4.7472463854,148,0
149,175.750071357,14.9963492705,1.60753722087,149,0
149,58.5090780155,7.27863656032,0.512304414552,149,0
149,323.814121397,32.6729015234,2.91141219874,149,0
149,405.818941763,41.7072418148,3.64111699948,149,0
149,232.70442941,23.5107059815,2.09193723428,149,0
149,62.8437363335,6.96734961712,0.558763867164,149,0
149,303.703928262,25.9307788073,2.77773149454,149,0
149,229.58450738,19.9144519194,2.0967005546,149,0
149,153.528719553,14.8998835587,1.38628835994,149,0
149,255.853994728,24.8293605898,2.31024634138,149,0
149,321.891182589,31.5440889346,2.90347093654,149,0
149,252.564034191,23.6584052314,2.2890562896,149,0
149,363.590036484,33.9738283501,3.29616208133,149,0
149,598.581461005,123.856822465,4.7472463854,149,0
149,387.517227275,36.5803622342,3.50936865041,149,0
150,129.126163259,14.2387210315,1.14887442227,150,0
150,58.5090780155,7.27863656032,0.512304414552,150,0
150,297.386365969,29.9550220136,2.67431343956,150,0
150,323.814121397,32.6729015234,2.91141219874,150,0
150,153.528719553,14.8998835587,1.38628835994,150,0
150,232.70442941,23.5107059815,2.09193723428,150,0
150,348.023579601,30.9616964586,3.17061883142,150,0
150,405.818941763,41.7072418148,3.64111699948,150,0
150,223.976290364,22.4420494377,2.01534240926,150,0
150,252.564034191,23.6584052314,2.2890562896,150,0
150,255.853994728,24.8293605898,2.31024634138,150,0
150,321.891182589,31.5440889346,2.90347093654,150,0
150,363.590036484,33.9738283501,3.29616208133,150,0
150,387.517227275,36.5803622342,3.50936865041,150,0
150,598.581461005,123.856822465,4.7472463854,150,0
151,321.891182589,31.5440889346,2.90347093654,151,0
151,129.126163259,14.2387210315,1.14887442227,151,0
151,223.976290364,22.4420494377,2.01534240926,151,0
151,13.6655410933,0.959616128082,0.127059249652,151,0
151,255.853994728,24.8293605898,2.31024634138,151,0
